x,y
-84.38832099999999,33.812131
-84.379606,33.706654
-84.417396,33.770033999999995
-84.57608899999998,33.655647
-84.15818,34.049977999999996
-84.578896,33.67064299999999
-84.63044399999998,33.612999999999985
-84.40965599999998,33.82871099999999
-84.40868399999998,34.105011999999995
-84.27842299999999,34.08036299999999
-84.433677,33.848677999999985
-84.37935499999999,33.790046
-84.341572,34.032004
-84.407702,33.68128
-84.420147,33.724923
-84.73366899999999,33.531525
-84.45254099999998,33.86010999999999
-84.36174699999998,34.012412999999995
-84.594521,33.68964199999999
-84.604545,33.637848999999996
-84.57019999999999,33.57235099999999
-84.35557699999998,33.85428699999999
-84.443551,33.670341
-84.59283099999999,33.65780399999999
-84.450882,33.776785
-84.467269,33.75587999999999
-84.41749999999999,34.07981199999999
-84.24121099999999,34.081942999999995
-84.431522,33.848053
-84.49975899999998,33.548535
-84.49412699999999,33.766113
-84.35120399999998,33.89510899999999
-84.39166999999999,34.070986999999995
-84.42522599999998,33.742302999999986
-84.262219,33.990719999999996
-84.378159,33.746848
-84.15695699999999,34.049755999999995
-84.26954999999998,34.08768899999999
-84.35723899999999,34.071591999999995
-84.48044999999999,33.720251999999995
-84.28221299999998,34.07100599999999
-84.415137,33.709507999999985
-84.352564,33.87465699999999
-84.446034,33.753828999999996
-84.521124,33.766722
-84.374459,33.881813
-84.49522999999999,33.672982
-84.60103999999998,33.680883
-84.281689,34.073053
-84.369723,33.744225
-84.37186799999999,33.94239199999999
-84.38573999999998,33.91350099999999
-84.44607399999998,33.750973
-84.42811199999998,33.771847
-84.410518,33.803543
-84.45168999999999,33.643682999999996
-84.33738699999999,34.083746999999995
-84.6653,33.550330999999986
-84.407161,33.657499
-84.72072,33.534200999999996
-84.41172399999999,33.695287
-84.263677,34.03636
-84.36293999999998,33.822896
-84.356363,33.956777999999986
-84.433129,33.735049
-84.443899,33.673406
-84.38202099999998,34.043735999999996
-84.40733,33.870049
-84.36059399999999,33.820651999999995
-84.38845299999998,33.74673099999999
-84.435985,33.80161199999999
-84.31461399999999,33.988106
-84.25517699999999,34.02440599999999
-84.487988,33.635877
-84.64172499999998,33.635078
-84.301734,33.964023
-84.427007,33.65896
-84.424278,33.87997099999999
-84.39632899999998,33.68111499999999
-84.61919399999998,33.63059899999999
-84.60703699999999,33.684982999999995
-84.35325499999999,34.064445
-84.41277099999999,33.75469499999999
-84.580629,33.587037999999986
-84.35234799999999,33.690871
-84.28823299999999,34.021895
-84.17134699999998,34.04115699999999
-84.35721499999998,33.83656599999999
-84.38012999999998,33.88312899999999
-84.39295299999999,33.844147
-84.26982499999998,33.978533999999996
-84.22528599999998,34.060873
-84.62891599999999,33.636435999999996
-84.36149899999998,34.02543
-84.319118,34.00086199999999
-84.60037799999999,33.645724
-84.409544,33.799285999999995
-84.21049999999998,34.067157
-84.44447799999999,33.772655
-84.33248499999999,33.973735999999995
-84.35781699999998,33.875979
-84.44522599999999,33.698561999999995
-84.35750299999998,33.91134400000001
-84.56253399999999,33.712541
-84.40241,33.777284
-84.35436399999999,33.74654499999999
-84.35323099999998,33.841629999999995
-84.44644099999998,33.658062
-84.28995499999999,34.095027
-84.50103099999998,33.746075999999995
-84.65254099999999,33.601963999999995
-84.499836,33.74640699999999
-84.42887299999998,33.792464999999986
-84.33949599999998,34.083404
-84.444401,33.774021
-84.43679399999999,33.670134
-84.213188,34.008141
-84.21637799999999,34.040791999999996
-84.28300699999998,34.069048999999985
-84.47174599999998,33.79133399999999
-84.35157799999999,33.793123
-84.38517499999999,33.726524999999995
-84.39895399999999,33.783652
-84.21258999999999,34.047045
-84.56650899999998,33.57441899999999
-84.37363399999998,33.73250999999999
-84.36650399999999,33.883181
-84.36127299999998,33.74306599999999
-84.52884199999998,33.58468899999999
-84.379024,33.75760799999999
-84.40522799999998,33.786218999999996
-84.499924,33.69011299999999
-84.412579,33.770707
-84.48283699999999,33.60752999999999
-84.38289499999999,34.041392
-84.48525099999999,33.800643
-84.393382,33.67933399999999
-84.33723999999998,34.002266999999996
-84.49649699999999,33.750732
-84.36666699999999,33.717096999999995
-84.35027399999998,33.758342999999996
-84.15484399999998,34.055467
-84.49587199999999,33.656093999999996
-84.58597299999998,33.531714
-84.36609699999998,33.807566
-84.390729,33.745833999999995
-84.196195,34.066383
-84.30302999999999,34.05454999999999
-84.390337,33.935120999999995
-84.55881699999999,33.566901
-84.332431,34.010337
-84.38376099999999,33.766169999999995
-84.49530199999998,33.668756
-84.35613099999999,33.922663
-84.459189,33.627168
-84.50970699999999,33.60307199999999
-84.379606,33.706654
-84.36580299999999,34.048950999999995
-84.54550899999998,33.553139
-84.408873,33.760086
-84.363095,34.045902
-84.417625,34.088197
-84.362076,33.97386
-84.322073,34.02581299999999
-84.35520099999998,34.032903999999995
-84.503006,33.705138
-84.39293699999999,33.802652
-84.305966,34.136224999999996
-84.493583,33.58300299999999
-84.421604,33.700634
-84.36363799999998,33.85177699999999
-84.35226999999999,33.826944999999995
-84.768523,33.582428
-84.37285899999999,33.87144599999999
-84.36858099999999,33.714636999999996
-84.355564,33.98892399999999
-84.355598,33.742419999999996
-84.46818999999999,33.62470199999999
-84.41837599999998,33.908505
-84.36360499999999,33.855494
-84.378191,33.879868
-84.51444999999998,33.744389999999996
-84.581578,33.56695
-84.21260099999999,34.095383999999996
-84.47929399999998,33.707256
-84.30126699999998,34.052023999999996
-84.35314199999999,33.766616
-84.38960299999998,33.754543999999996
-84.330646,34.032437
-84.406655,33.700549999999986
-84.37216999999998,34.077256999999996
-84.78231199999999,33.543877
-84.393214,34.02728799999999
-84.50396099999999,33.706641999999995
-84.29742899999998,34.005044999999996
-84.367603,33.922257
-84.35034199999998,33.982753999999986
-84.35651599999998,33.97283399999999
-84.363083,34.01106099999999
-84.39170199999998,34.06102099999999
-84.505459,33.759606999999995
-84.46459099999998,33.80564799999999
-84.51666,33.57239299999999
-84.36751599999998,33.85027099999999
-84.36930699999999,33.911986
-84.35872599999999,33.773814
-84.37206399999998,33.760224
-84.414298,33.847820999999996
-84.436021,33.673752
-84.471944,33.769137
-84.28330099999998,34.088347999999996
-84.50023699999998,33.613002
-84.49848399999999,33.695304
-84.379812,33.88113299999999
-84.320191,34.07666400000001
-84.46057999999998,33.699885
-84.33854699999999,34.007196
-84.59847599999999,33.636369
-84.352693,33.97399699999999
-84.416923,33.727961
-84.421328,33.661953
-84.35068699999998,33.974510999999985
-84.29895599999999,34.177309
-84.26174999999999,34.05044999999999
-84.430629,33.740505
-84.532037,33.586455
-84.36046999999999,33.70256299999999
-84.66061299999998,33.52851799999999
-84.390052,33.745252
-84.37880699999998,33.757643
-84.445297,33.729678
-84.499924,33.69011299999999
-84.376784,33.884974
-84.432459,33.910264999999995
-84.19597299999998,34.063967999999996
-84.24702999999998,34.047765999999996
-84.493574,33.760534999999976
-84.459948,33.698361999999996
-84.293632,34.070814999999996
-84.26382599999998,34.125675
-84.375621,33.810614
-84.44738499999998,33.79235299999999
-84.18994499999998,34.01802899999999
-84.46283799999999,33.58070699999999
-84.30406999999998,34.07524399999999
-84.42122599999999,33.697874
-84.31457199999998,34.067319999999995
-84.564801,33.529945999999995
-84.449477,33.688505
-84.21834099999998,34.08212999999999
-84.38032799999999,33.705054
-84.407972,33.728142999999996
-84.39079799999999,33.724981
-84.42563899999999,33.730714
-84.47382499999999,33.639513
-84.40753899999999,33.77880799999999
-84.355761,33.827674
-84.494464,33.781075
-84.67289499999998,33.526049
-84.35387699999998,33.93334099999999
-84.38946099999998,33.773880999999996
-84.40124999999999,33.802965
-84.41502099999998,33.735371
-84.386156,33.725422
-84.47590599999998,33.563755
-84.581439,33.553028999999995
-84.182338,34.04387299999999
-84.46854399999998,33.566387999999996
-84.371656,33.838434
-84.30992599999999,34.013132999999996
-84.34735099999999,34.029513
-84.374361,33.704958
-84.35318399999998,34.027084999999985
-84.374057,33.78177699999999
-84.37980899999998,33.751692999999996
-84.4448,33.67555999999999
-84.52532099999999,33.53961499999999
-84.56246,33.56755
-84.58323399999999,33.55946
-84.43803699999998,33.679859
-84.43544199999998,33.77129699999999
-84.536214,33.707861
-84.281812,34.087201
-84.49338499999999,33.719243
-84.361148,34.04780999999999
-84.413383,33.68131499999999
-84.349575,33.81102299999999
-84.24340599999998,34.04903699999999
-84.37202099999999,33.964776
-84.35785199999998,33.835847
-84.55569299999999,33.54607599999999
-84.35995899999999,34.025925
-84.35677199999999,33.747507999999996
-84.403367,34.093810999999995
-84.32379399999999,34.03733199999999
-84.44288899999998,33.80145499999999
-84.39228199999998,33.75542699999999
-84.56888699999999,33.56568099999999
-84.19017299999999,34.027340999999986
-84.37856,33.755524
-84.38303399999998,33.743255999999995
-84.415678,33.840475
-84.17180599999999,34.02887299999999
-84.472031,33.688438999999995
-84.40746799999998,33.783011
-84.393248,33.78873
-84.39935599999994,33.744578000000004
-84.367471,33.919049
-84.18440099999998,34.03015299999999
-84.38942199999998,33.82009099999999
-84.30142599999999,34.065015999999986
-84.387537,33.76331
-84.57735599999998,33.545968
-84.382706,33.923608
-84.357956,33.86176499999999
-84.43635899999998,33.87820399999999
-84.38158099999998,33.888059999999996
-84.42842799999998,33.846581
-84.38330599999999,33.772424
-84.41533799999999,33.73629199999999
-84.49571499999999,33.673179999999995
-84.46513099999999,33.75820499999999
-84.486345,33.75500199999999
-84.584625,33.60786999999999
-84.23828199999998,34.080943999999995
-84.305858,34.095562
-84.19291299999999,34.013213
-84.48062699999998,33.576084
-84.23535499999998,34.06953099999999
-84.43869,33.771642
-84.30916499999998,34.17047
-84.38062399999998,33.85241599999999
-84.526532,33.766906999999996
-84.56164499999998,33.709938
-84.34799699999999,33.91513299999999
-84.36419999999998,33.687452
-84.58933999999999,33.560598999999996
-84.556865,33.5666
-84.49262,33.576236
-84.38131099999998,33.942768
-84.33189899999999,34.011517999999995
-84.429453,33.701575999999996
-84.27687899999998,34.08402499999999
-84.35188199999999,33.89363
-84.25891299999999,34.070001999999995
-84.484129,33.606029
-84.47692399999998,33.78917299999999
-84.415655,33.758119
-84.17594199999999,34.043523
-84.27892299999999,34.168566999999996
-84.35565499999998,33.97690999999999
-84.19192499999998,34.077707
-84.429293,33.79311899999999
-84.50847,33.729124999999996
-84.56985799999998,33.54627299999999
-84.56945799999998,33.54305999999999
-84.38176199999998,33.806025999999996
-84.37665299999999,33.75234799999999
-84.386234,33.842843
-84.36023299999998,33.65249599999999
-84.38440899999999,33.919092
-84.28021099999998,34.07302399999999
-84.38626,33.785636
-84.352407,33.742032
-84.56319299999998,33.530947999999995
-84.17740999999998,34.047775
-84.452635,33.700666999999996
-84.34338699999999,34.09126299999999
-84.377651,33.865525999999996
-84.48621599999998,33.755411999999986
-84.400061,33.688562999999995
-84.39442999999999,33.708625999999995
-84.59893699999999,33.64575399999999
-84.42615099999999,33.656417
-84.427705,33.86275299999999
-84.35974699999998,34.04987599999999
-84.56623599999999,33.736326999999996
-84.361038,33.9735
-84.445156,33.666143999999996
-84.39309899999999,33.731072999999995
-84.29473699999998,34.116704999999996
-84.37521199999999,33.82575899999999
-84.463066,33.653428
-84.27176399999999,34.068650999999996
-84.510266,33.697111
-84.56046299999998,33.528945
-84.56435899999998,33.59827899999999
-84.38778599999999,33.795294999999996
-84.37644499999999,33.737819
-84.51577799999998,33.60402599999999
-84.58742199999999,33.571391999999996
-84.269153,33.98361299999999
-84.36267199999999,34.01785799999999
-84.352554,33.993035
-84.36480699999998,33.947179
-84.22664,34.06051399999999
-84.21561799999999,34.062668999999985
-84.408872,33.652442
-84.3579,33.918928
-84.43687199999998,33.689945
-84.40836699999998,33.744369999999996
-84.43122199999999,33.771809999999995
-84.435598,33.677692
-84.394274,33.746144
-84.18434999999998,34.014941
-84.62092099999998,33.672685
-84.36172899999998,33.82704499999999
-84.35798199999999,33.907233999999995
-84.35404699999998,33.95306
-84.42800199999999,33.779758
-84.39599699999998,33.677441
-84.30510199999999,34.050872999999996
-84.37257699999999,33.951836
-84.42706599999998,33.73577999999999
-84.458427,33.61876999999999
-84.355142,34.051204999999996
-84.446581,33.672134
-84.51525499999998,33.66704899999999
-84.459836,33.625848
-84.35890899999998,33.76548100000002
-84.38924799999998,33.786674999999995
-84.53572799999999,33.54406399999999
-84.242784,34.078041999999996
-84.18084699999999,34.033432999999995
-84.379104,33.924135
-84.40225099999999,33.810024999999996
-84.43738299999998,33.74552099999999
-84.48125299999998,33.56908099999999
-84.40280199999998,33.754623999999986
-84.506422,33.744407999999986
-84.47117699999998,33.600080999999996
-84.48465899999998,33.619755999999995
-84.432035,33.754636999999995
-84.404375,33.69865
-84.35576499999999,33.78388199999999
-84.34996099999998,33.758380999999986
-84.43383899999999,33.819167
-84.29979699999998,34.181515999999995
-84.24905799999999,34.101185
-84.36709999999998,33.90083199999999
-84.55687499999999,33.56613699999999
-84.558106,33.581506
-84.44862299999998,33.80957099999999
-84.34033399999998,34.122658
-84.27599599999999,33.969272
-84.51433399999999,33.61717
-84.44829799999998,33.81074199999999
-84.58212399999998,33.65487799999999
-84.29286399999998,34.08825199999999
-84.55409299999998,33.62856899999999
-84.60103499999998,33.682983
-84.420293,33.89230599999999
-84.388493,33.756254
-84.50806699999998,33.718005999999995
-84.46121999999998,33.759941999999995
-84.57461699999999,33.723417999999995
-84.38775199999999,33.79401899999999
-84.671059,33.651058
-84.399424,33.66556899999998
